Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1828,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,25.0,1998.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,454,633,71.7,11705,8247,0,0.0,0.0,0.0,0,14,0,0,1,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,633,485,143,49,0,3,0,0,0,0,0,0,454,5,0,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,1,0.06,0,1,0,0,0,0,0,0.0,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,5,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,689,559,672,18,0,0,689,0,0,,0,,405,2088,1178,0,0,0,3,1,321,0,2256,xk KVX,GK,eng Premier League,25.0,1998.0,18,1620,90,47.4,18.0,18,90.0,18,0,,8,0.67,17,33,-16,-0.89,0.61,17.5,35.2,-17.7,-0.98,1828,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7,114.0,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,18.0,1620.0,18.0,33.0,1.83,100.0,67.0,70.0,2.0,6.0,10.0,1.0,5.6,3.0,3.0,0.0,0.0,114.0,xk KVX,GK,eng Premier League,25.0,1998.0,18.0,33.0,3.0,0.0,2.0,0.0,31.4,0.29,-1.6,-0.09,76.0,229.0,33.2,534.0,94.0,29.6,30.3,249.0,39.0,15.7,20.0,1.11,12.2
1883,Neto,br BRA,GK,Bournemouth,eng Premier League,35.0,1989.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,40,62,64.5,1183,896,0,0.0,0.0,0.0,0,2,0,0,0,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,70,60,70,0,0,0,70,0,0,,0,,35,148,99,0,0,0,0,0,28,0,2324,br BRA,GK,eng Premier League,35.0,1989.0,2,180,90,5.3,2.0,2,90.0,2,0,,0,1.0,2,2,0,0.0,-0.33,3.5,2.9,0.5,0.25,1883,br BRA,GK,eng Premier League,35.0,1989.0,2.0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,,117.0,br BRA,GK,eng Premier League,35.0,1989.0,2.0,2.0,180.0,2.0,2.0,1.0,13.0,11.0,84.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,br BRA,GK,eng Premier League,35.0,1989.0,2.0,2.0,0.0,0.0,0.0,0.0,4.3,0.35,2.3,1.17,9.0,27.0,33.3,46.0,7.0,43.5,36.8,30.0,2.0,6.7,3.0,1.5,12.6
1966,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,34.0,1990.0,4,1,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,65,101,64.4,2083,1590,0,0.0,0.0,0.0,0,4,0,0,0,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,101,65,36,10,0,0,0,0,0,0,0,0,65,0,0,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,2,0.8,0,2,0,0,0,0,1,0.4,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,1,0,1,0,0,1,100.0,0,0,0,0,0,1,2,1,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,110,94,109,1,0,0,110,0,0,,0,,50,270,132,0,0,0,0,0,46,0,2428,se SWE,GK,eng Premier League,34.0,1990.0,4,226,57,6.6,2.5,1,90.0,1,3,45.0,26,0.75,2,6,-4,-1.59,-1.9,2.5,5.5,-2.9,-1.17,1966,se SWE,GK,eng Premier League,34.0,1990.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,124.0,se SWE,GK,eng Premier League,34.0,1990.0,4.0,1.0,226.0,2.5,6.0,2.39,14.0,8.0,64.3,1.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,124.0,se SWE,GK,eng Premier League,34.0,1990.0,2.5,6.0,1.0,0.0,0.0,0.0,6.3,0.4,0.3,0.12,19.0,54.0,35.2,75.0,1.0,42.7,35.9,40.0,3.0,7.5,0.0,0.0,8.6
1973,André Onana,cm CMR,GK,Manchester Utd,eng Premier League,28.0,1996.0,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,948,1306,72.6,22819,13922,0,0.2,0.2,-0.2,1,28,0,0,1,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,1306,1066,235,86,1,2,0,0,0,0,0,0,948,5,0,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,4,0.12,3,1,0,0,0,0,0,0.0,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,2,2,2,0,0,4,50.0,2,0,0,0,0,2,11,4,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,1371,1046,1350,22,0,0,1371,1,1,100.0,0,0.0,961,4851,2676,0,0,0,1,0,832,0,2438,cm CMR,GK,eng Premier League,28.0,1996.0,34,3060,90,89.5,34.0,34,90.0,34,0,,0,1.15,38,44,-6,-0.18,0.82,45.3,46.8,-1.5,-0.04,1973,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,0,0,0,0,2,0,0,0,2,0,0,0,34,6,0,100.0,126.0,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,34.0,3060.0,34.0,44.0,1.29,132.0,88.0,68.9,10.0,9.0,15.0,9.0,26.5,4.0,3.0,1.0,0.0,126.0,cm CMR,GK,eng Premier League,28.0,1996.0,34.0,44.0,3.0,1.0,10.0,1.0,44.0,0.31,1.0,0.03,118.0,440.0,26.8,1152.0,136.0,29.7,30.3,399.0,22.0,5.5,23.0,0.68,11.8
1993,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,31.0,1992.0,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,373,459,81.3,8327,5597,0,0.0,0.0,0.0,0,6,0,0,0,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,459,388,70,21,0,2,0,0,0,0,0,0,373,1,1,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,0,0.0,0,0,0,0,0,0,0,0.0,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,1,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,492,383,489,3,0,0,492,0,0,,0,,323,1489,864,0,0,0,0,0,309,0,2459,de GER,GK,eng Premier League,31.0,1992.0,13,1100,85,32.2,12.2,12,90.0,12,1,20.0,25,1.69,23,18,5,0.41,-0.48,19.1,19.0,0.1,0.01,1993,de GER,GK,eng Premier League,31.0,1992.0,12.2,1,0,0,1,2,0,0,0,0,0,1,0,8,2,0,100.0,127.0,de GER,GK,eng Premier League,31.0,1992.0,13.0,12.0,1100.0,12.2,18.0,1.47,50.0,33.0,68.0,5.0,4.0,3.0,3.0,25.0,2.0,2.0,0.0,0.0,127.0,de GER,GK,eng Premier League,31.0,1992.0,12.2,18.0,2.0,1.0,1.0,1.0,16.3,0.31,-0.7,-0.06,40.0,104.0,38.5,409.0,55.0,21.5,26.7,133.0,6.0,4.5,12.0,0.98,14.3
2033,Alex Palmer,eng ENG,GK,Ipswich Town,eng Premier League,27.0,1996.0,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,299,423,70.7,8545,6103,0,0.0,0.0,0.0,1,8,0,0,1,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,423,287,136,42,0,0,0,0,0,0,0,0,299,0,1,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,3,0.23,3,0,0,0,0,0,0,0.0,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,470,396,461,10,0,0,470,0,0,,0,,210,1205,750,0,0,0,2,0,170,0,2507,eng ENG,GK,eng Premier League,27.0,1996.0,13,1170,90,34.2,13.0,13,90.0,13,0,,0,0.46,13,30,-17,-1.31,-0.15,11.3,23.7,-12.4,-0.95,2033,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,2,0,0,1,4,0,0,0,0,0,0,0,17,5,0,100.0,132.0,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,13.0,1170.0,13.0,30.0,2.31,71.0,43.0,59.2,1.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,132.0,eng ENG,GK,eng Premier League,27.0,1996.0,13.0,30.0,1.0,0.0,9.0,2.0,25.1,0.35,-2.9,-0.22,71.0,186.0,38.2,329.0,55.0,36.8,33.9,249.0,20.0,8.0,13.0,1.0,11.5
2118,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30.0,1994.0,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.03,0.01,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,1057,1595,66.3,33692,25121,1,0.4,0.2,0.6,2,74,8,0,0,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,1595,1167,419,188,0,7,0,0,0,0,0,0,1057,9,0,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,13,0.34,12,1,0,0,0,0,2,0.05,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,1,0,1,0,0,2,50.0,1,0,0,0,1,2,30,2,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,1708,1116,1640,69,0,0,1708,0,0,,0,,989,5989,3568,0,0,0,2,0,871,0,2611,eng ENG,GK,eng Premier League,30.0,1994.0,38,3420,90,100.0,38.0,38,90.0,38,0,,0,1.26,42,44,-2,-0.05,,41.8,46.2,-4.5,-0.12,2118,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,7,0,0,0,7,0,0,1,0,0,0,0,36,5,1,83.3,141.0,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,38.0,3420.0,38.0,44.0,1.16,163.0,117.0,73.0,11.0,15.0,12.0,12.0,31.6,2.0,0.0,2.0,0.0,141.0,eng ENG,GK,eng Premier League,30.0,1994.0,38.0,44.0,0.0,1.0,6.0,0.0,48.8,0.3,4.8,0.13,304.0,806.0,37.7,1355.0,161.0,48.8,39.7,558.0,31.0,5.6,57.0,1.5,15.2
2138,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,575,782,73.5,14597,8818,0,0.0,0.0,0.0,1,2,0,0,1,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,782,528,254,67,0,0,0,0,0,0,0,0,575,0,0,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,7,0.25,6,1,0,0,0,0,0,0.0,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,0,0,0,0,0,0,,0,1,0,1,1,1,32,5,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,872,688,857,15,0,0,872,0,0,,0,,439,2510,1708,0,0,0,0,1,305,0,2637,eng ENG,GK,eng Premier League,32.0,1992.0,28,2520,90,73.7,28.0,28,90.0,28,0,,3,1.61,45,35,10,0.36,-0.74,43.6,34.7,8.9,0.32,2138,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,2,0,0,2,5,0,0,1,0,0,2,0,24,11,1,91.7,143.0,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,28.0,2520.0,28.0,35.0,1.25,120.0,86.0,71.7,13.0,6.0,9.0,8.0,28.6,2.0,1.0,1.0,0.0,143.0,eng ENG,GK,eng Premier League,32.0,1992.0,28.0,35.0,1.0,0.0,3.0,2.0,34.8,0.28,1.8,0.06,72.0,257.0,28.0,595.0,192.0,25.7,30.7,359.0,39.0,10.9,64.0,2.29,16.0
2164,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,22.0,2001.0,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,46,70,65.7,1445,1110,0,0.0,0.0,0.0,0,2,0,0,0,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,70,50,20,4,0,0,0,0,0,0,0,0,46,0,0,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,2,1.24,2,0,0,0,0,0,0,0.0,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,72,60,71,1,0,0,72,0,0,,0,,44,191,80,0,0,0,0,0,36,0,2670,is ISL,GK,eng Premier League,22.0,2001.0,2,145,73,4.2,1.6,1,90.0,1,1,55.0,36,0.5,0,2,-2,-1.24,-1.54,3.1,1.5,1.7,1.03,2164,is ISL,GK,eng Premier League,22.0,2001.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,146.0,is ISL,GK,eng Premier League,22.0,2001.0,2.0,1.0,145.0,1.6,2.0,1.24,4.0,3.0,50.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,146.0,is ISL,GK,eng Premier League,22.0,2001.0,1.6,2.0,0.0,0.0,0.0,1.0,0.6,0.14,-0.4,-0.26,15.0,38.0,39.5,54.0,7.0,42.6,34.9,16.0,2.0,12.5,0.0,0.0,4.7
2173,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26.0,1998.0,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,774,1223,63.3,21949,16992,0,0.0,0.1,0.0,0,36,1,0,0,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,1223,918,298,108,0,4,0,0,0,0,0,0,774,7,1,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,3,0.1,2,1,0,0,0,0,0,0.0,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,10,3,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,1314,946,1286,32,0,0,1314,0,0,,0,,786,4017,2349,0,0,0,3,0,702,0,2683,eng ENG,GK,eng Premier League,26.0,1998.0,30,2700,90,78.9,30.0,30,90.0,30,0,,0,0.37,21,66,-45,-1.5,0.38,25.0,64.9,-39.8,-1.33,2173,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,2,0,0,1,4,0,0,2,0,0,0,0,23,6,0,100.0,148.0,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,30.0,2700.0,30.0,66.0,2.2,188.0,120.0,67.6,2.0,5.0,23.0,3.0,10.0,7.0,5.0,2.0,0.0,148.0,eng ENG,GK,eng Premier League,26.0,1998.0,30.0,66.0,5.0,0.0,10.0,0.0,63.5,0.32,-2.5,-0.08,196.0,605.0,32.4,1026.0,129.0,44.6,36.0,457.0,25.0,5.5,20.0,0.67,11.7
2187,David Raya,es ESP,GK,Arsenal,eng Premier League,28.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,14,0,0.0,0.0,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,1040,1413,73.6,24784,17222,0,0.0,0.1,0.0,1,45,3,0,14,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,1413,1172,238,91,0,3,0,0,0,0,0,0,1040,3,0,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,5,0.13,4,1,0,0,0,0,1,0.03,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,21,9,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,1480,880,1388,92,0,0,1480,1,1,100.0,0,0.0,921,4542,2729,0,0,0,1,0,841,0,2699,es ESP,GK,eng Premier League,28.0,1995.0,38,3420,90,100.0,38.0,38,90.0,38,0,,0,1.95,69,34,35,0.92,,59.9,34.4,25.5,0.67,2187,es ESP,GK,eng Premier League,28.0,1995.0,38.0,3,0,0,1,10,0,0,2,0,0,1,0,41,13,0,100.0,150.0,es ESP,GK,eng Premier League,28.0,1995.0,38.0,38.0,3420.0,38.0,34.0,0.89,120.0,86.0,74.2,20.0,14.0,4.0,13.0,34.2,3.0,3.0,0.0,0.0,150.0,es ESP,GK,eng Premier League,28.0,1995.0,38.0,34.0,3.0,2.0,8.0,0.0,35.1,0.28,1.1,0.03,149.0,478.0,31.2,1263.0,178.0,29.9,29.9,402.0,53.0,13.2,66.0,1.74,17.2
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31.0,1993.0,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.0,0.01,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,592,924,64.1,15334,10381,0,0.2,0.0,-0.2,3,22,1,0,2,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,924,706,215,65,1,0,0,0,0,0,0,0,592,3,1,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,5,0.17,5,0,0,0,0,0,0,0.0,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,2,2,2,0,0,2,100.0,0,0,0,0,0,2,15,1,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0,2815,pt POR,GK,eng Premier League,31.0,1993.0,29,2609,90,76.3,29.0,29,90.0,28,0,,4,1.31,42,48,-6,-0.21,0.79,35.2,42.0,-6.8,-0.23,2282,pt POR,GK,eng Premier League,31.0,1993.0,29.0,2,0,0,4,9,0,0,0,2,0,4,0,37,11,1,91.7,160.0,pt POR,GK,eng Premier League,31.0,1993.0,29.0,29.0,2609.0,29.0,48.0,1.66,117.0,69.0,63.2,11.0,5.0,13.0,7.0,24.1,7.0,5.0,2.0,0.0,160.0,pt POR,GK,eng Premier League,31.0,1993.0,29.0,48.0,5.0,1.0,6.0,2.0,42.8,0.33,-3.2,-0.11,94.0,382.0,24.6,771.0,121.0,39.3,35.2,432.0,32.0,7.4,43.0,1.48,15.5
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26.0,1997.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,871,1249,69.7,21022,13967,0,0.1,0.0,-0.1,2,26,1,0,1,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,1249,1086,156,74,0,6,0,0,0,0,0,0,871,7,1,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,7,0.22,6,1,0,0,0,0,2,0.06,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,24,10,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,1323,980,1311,12,0,0,1323,0,0,,0,,881,4456,2852,0,0,0,0,0,822,0,2876,es ESP,GK,eng Premier League,26.0,1997.0,32,2880,90,84.2,32.0,32,90.0,32,0,,6,1.88,52,34,18,0.56,0.06,53.8,38.5,15.3,0.48,2332,es ESP,GK,eng Premier League,26.0,1997.0,32.0,5,0,0,2,4,0,0,2,0,0,2,0,43,12,0,100.0,164.0,es ESP,GK,eng Premier League,26.0,1997.0,32.0,32.0,2880.0,32.0,34.0,1.06,127.0,92.0,76.4,17.0,9.0,6.0,10.0,31.3,5.0,4.0,1.0,0.0,164.0,es ESP,GK,eng Premier League,26.0,1997.0,32.0,34.0,4.0,0.0,4.0,0.0,35.7,0.25,1.7,0.05,98.0,424.0,23.1,1160.0,190.0,33.3,33.4,370.0,47.0,12.7,57.0,1.78,14.5
