Player_id,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
266,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20.0,2004.0,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.02,1,25,2,1,0,0.0,0.18,0.0,0.0,0.0,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,360,395,91.1,6126,1976,0,0.1,0.1,-0.1,2,23,0,0,25,385,10,6,0,1,1,3,0,0,0,0,360,5,4,4,1,0,3,66.7,1,5,4,1,3,8,29,1,5,0.89,5,0,0,0,0,0,0,0.0,445,45,205,211,31,1,445,2,0,0.0,2,100.0,274,1155,435,1,1,0,2,1,332,2,1,0,0,3,3,0,1,3,4,0,0,1,27,6,4,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Max Kilman,eng ENG,DF,West Ham United,eng Premier League,27.0,1997.0,38,38,3348,37.2,0,1,1,0,0,0,5,0,1.6,1.6,1.2,2.8,0.03,0.08,31,113,6,13,2,15.4,0.35,0.05,0.0,0.0,8.9,0,0,0,1.6,1.6,0.13,-1.6,-1.6,1697,1958,86.7,32592,10820,1,1.2,1.2,-0.2,16,109,4,0,113,1916,37,25,0,12,4,1,0,0,0,0,1697,39,24,16,20,3,27,85.2,4,58,40,18,38,77,212,6,32,0.86,28,0,2,0,0,2,5,0.13,2374,464,1317,962,113,32,2374,22,16,72.7,2,9.1,1270,5672,3185,31,14,2,17,4,1581,6,5,0,0,23,13,2,4,38,24,0,0,0,146,113,55,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Joshua King,eng ENG,MF,Fulham,eng Premier League,17.0,2007.0,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.0,0.51,3,9,16,3,0,0.0,2.08,0.0,0.0,0.0,9.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,54,64,84.4,928,172,0,0.4,0.7,-0.4,3,5,2,0,9,63,1,0,0,1,2,0,0,0,0,0,54,7,5,3,4,0,3,0.0,3,3,0,3,1,8,1,0,8,5.54,6,0,1,1,0,0,2,1.38,87,2,12,31,46,10,87,8,4,50.0,4,50.0,44,335,138,3,4,0,1,6,60,16,0,0,0,3,2,0,2,1,5,0,0,0,5,1,2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24.0,2000.0,17,10,1122,12.5,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,0.08,0.04,5,48,1,3,1,33.3,0.24,0.08,0.33,1.0,18.5,0,0,0,0.2,0.2,0.06,0.8,0.8,673,736,91.4,11598,3392,0,0.3,0.3,-0.3,5,65,3,0,48,704,31,10,3,1,2,4,0,0,0,0,673,22,8,13,7,2,15,73.3,4,13,8,5,6,28,58,3,8,0.64,7,0,1,0,0,0,0,0.0,846,100,281,494,72,5,846,5,3,60.0,2,40.0,492,1988,1037,5,7,1,3,2,615,1,1,0,0,10,4,1,2,6,8,0,0,0,31,11,13,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,25.0,1999.0,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,0.46,0.58,81,105,173,57,23,40.4,2.19,0.88,0.11,0.26,20.0,0,6,6,10.3,5.6,0.1,1.7,0.4,582,782,74.4,8844,2330,6,4.8,3.7,1.2,45,45,35,6,105,683,92,8,5,6,85,10,35,30,0,0,582,23,11,4,11,8,22,18.2,18,24,0,24,14,37,24,1,101,3.88,73,8,7,7,5,1,12,0.46,1086,24,99,366,641,134,1080,87,36,41.4,40,46.0,646,4198,2364,81,55,38,55,27,710,173,8,0,0,47,33,5,85,14,11,1,0,0,78,8,28,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,1999.0,31,30,2560,28.4,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,0.11,0.1,25,115,3,19,3,15.8,0.67,0.11,0.05,0.33,10.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,1718,1905,90.2,31820,10824,2,1.0,0.9,1.0,10,143,9,0,115,1856,46,41,1,5,0,5,0,0,0,0,1718,40,26,25,13,2,35,71.4,10,29,15,14,17,57,133,3,31,1.09,26,0,0,4,0,1,7,0.25,2185,223,928,1145,119,23,2185,6,3,50.0,2,33.3,1290,6124,3603,25,15,0,8,2,1576,3,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26.0,1997.0,34,33,2936,32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,0.06,0.05,24,90,11,11,5,45.5,0.34,0.15,0.18,0.4,8.8,0,0,0,1.3,1.3,0.12,0.7,0.7,1555,1673,92.9,26299,8781,0,0.4,0.6,-0.4,6,106,2,0,90,1538,134,84,6,0,5,34,0,0,0,0,1555,34,18,20,10,4,25,80.0,5,20,11,9,24,58,114,4,24,0.74,19,2,1,2,0,0,3,0.09,1915,250,883,934,107,22,1915,18,8,44.4,7,38.9,1132,5817,3008,24,15,2,17,10,1338,11,1,0,0,9,47,1,5,24,18,0,0,0,97,31,23,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30.0,1994.0,31,25,2198,24.4,6,2,8,6,0,0,5,1,1.9,1.9,3.6,5.5,0.33,0.23,56,164,16,45,12,26.7,1.84,0.49,0.13,0.5,22.9,0,0,0,1.9,1.9,0.04,4.1,4.1,1742,1882,92.6,27279,7278,2,3.6,3.2,-1.6,33,206,30,0,164,1845,33,32,15,8,0,0,0,0,0,0,1742,69,38,23,38,8,65,47.7,34,20,0,20,24,93,21,1,73,2.99,59,0,4,5,4,1,8,0.33,2123,53,318,1199,627,17,2123,41,22,53.7,11,26.8,1445,8397,3961,56,78,3,19,29,1729,16,5,1,0,24,26,0,0,24,38,0,0,0,114,10,9,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18.0,2006.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7,71.4,72,21,0,0.0,0.0,0.0,0,0,1,1,0,6,1,0,0,0,2,1,0,0,0,0,5,2,1,2,0,0,2,100.0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0.0,11,1,4,2,5,0,11,0,0,0.0,0,0.0,4,46,36,1,1,0,0,2,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Emil Krafth,se SWE,DF,Newcastle United,eng Premier League,29.0,1994.0,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.03,5,8,3,1,0,0.0,0.26,0.0,0.0,0.0,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,124,158,78.5,2017,786,0,0.1,0.0,-0.1,1,6,1,0,8,138,20,4,0,0,2,16,0,0,0,0,124,4,2,2,1,1,3,66.7,1,5,4,1,2,6,16,0,3,0.79,2,0,0,1,0,0,0,0.0,199,34,100,73,28,4,199,1,0,0.0,1,100.0,82,397,175,5,6,0,2,2,98,3,2,0,0,5,2,0,2,2,2,0,0,0,19,8,8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Mohammed Kudus,gh GHA,"FW,MF",West Ham United,eng Premier League,23.0,2000.0,32,31,2590,28.8,5,3,8,5,0,0,2,1,6.9,6.9,3.1,10.0,0.28,0.35,98,79,216,75,21,28.0,2.61,0.73,0.07,0.24,16.0,0,0,0,6.9,6.9,0.09,-1.9,-1.9,715,855,83.6,11695,1800,3,3.1,2.7,-0.1,31,46,29,15,79,837,16,5,2,13,81,3,1,0,0,0,715,38,23,9,18,11,27,37.0,17,24,1,23,4,42,8,2,107,3.72,74,1,16,12,2,2,10,0.35,1274,13,171,536,612,127,1274,208,92,44.2,98,47.1,842,5574,2613,98,59,42,77,93,989,216,2,1,0,39,64,18,81,4,23,0,0,0,138,11,40,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Dejan Kulusevski,se SWE,"MF,FW",Tottenham Hotspur,eng Premier League,24.0,2000.0,32,27,2389,26.5,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,0.41,0.39,120,124,210,47,17,36.2,1.77,0.64,0.15,0.41,14.7,0,0,0,4.2,4.2,0.09,2.8,2.8,658,893,73.7,9216,2920,4,6.2,3.9,-2.2,65,62,52,6,124,800,84,4,11,1,89,6,62,26,0,0,658,45,23,17,13,15,51,37.3,32,34,5,29,13,58,10,1,128,4.82,95,12,15,3,3,0,9,0.34,1276,24,149,432,719,158,1276,117,38,32.5,71,60.7,823,6157,3208,120,67,40,77,74,895,210,3,0,0,48,38,5,89,13,23,0,0,0,121,10,15,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24.0,2000.0,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,0.06,0.13,8,65,7,30,5,16.7,0.87,0.14,0.03,0.2,10.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4,1207,1477,81.7,24841,9717,1,1.0,1.0,0.0,8,71,4,2,65,1433,44,40,3,7,7,2,0,0,0,0,1207,68,41,52,15,1,47,68.1,15,48,22,26,54,122,207,2,28,0.81,23,1,0,4,0,0,4,0.12,1934,362,1184,672,85,45,1934,14,8,57.1,4,28.6,1030,4806,2203,8,6,0,21,6,1136,7,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36.0,1988.0,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,0.5,0.27,6,24,10,3,0,0.0,0.75,0.0,0.0,0.0,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,221,260,85.0,2891,980,2,0.9,0.5,1.1,4,21,9,3,24,255,4,3,1,0,4,0,0,0,0,0,221,8,5,4,4,0,12,16.7,10,4,1,3,5,13,5,0,9,2.24,8,0,0,0,1,0,2,0.5,318,19,91,155,73,6,318,12,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23.0,2000.0,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,0.42,0.12,32,14,45,6,2,33.3,0.63,0.21,0.33,1.0,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6,335,413,81.1,5168,1326,2,0.8,0.8,1.2,5,12,6,5,14,346,66,5,0,1,28,60,1,1,0,0,335,17,11,8,9,0,25,36.0,16,15,7,8,7,24,23,1,17,1.78,14,1,0,0,1,1,3,0.31,535,29,161,224,154,11,535,31,10,32.3,18,58.1,292,2081,1034,32,17,3,11,5,302,45,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Will Lankshear,eng ENG,"FW,MF",Tottenham Hotspur,eng Premier League,19.0,2005.0,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,0,0,2,1,0,3,0,0,0.0,0,0.0,3,3,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20.0,2004.0,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,0.11,0.11,3,31,7,2,0,0.0,0.23,0.0,0.0,0.0,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,389,424,91.7,6552,1692,1,0.7,0.4,0.3,7,49,3,0,31,419,3,3,3,3,0,0,0,0,0,0,389,22,13,5,13,4,21,47.6,11,6,0,6,16,38,10,1,14,1.58,13,0,0,0,0,1,2,0.23,493,17,109,319,71,1,493,16,10,62.5,6,37.5,295,1373,567,3,9,0,3,7,359,7,4,0,0,16,7,0,0,16,13,0,1,0,40,12,6,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Mario Lemina,ga GAB,"MF,DF",Wolverhampton Wanderers,eng Premier League,30.0,1993.0,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,0.26,0.17,8,48,21,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,493,613,80.4,9479,2966,3,1.1,1.2,1.9,10,43,13,4,48,582,26,9,6,4,10,9,0,0,0,0,493,51,31,27,19,5,29,69.0,9,12,7,5,27,78,50,3,26,1.71,21,0,2,2,0,1,5,0.33,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29.0,1994.0,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.6,2.7,0.04,0.11,13,97,26,26,8,30.8,1.03,0.32,0.0,0.0,19.8,0,0,0,1.1,1.1,0.04,-1.1,-1.1,844,1121,75.3,14709,5135,1,1.6,1.7,-0.6,10,87,18,2,97,1052,61,13,9,8,12,46,0,0,0,0,844,35,17,15,16,4,36,52.8,17,38,18,20,42,77,80,1,47,1.86,37,5,1,3,0,1,3,0.12,1406,124,469,703,244,29,1406,13,7,53.8,4,30.8,649,2478,1100,13,11,0,15,18,803,26,9,0,0,35,39,0,12,42,17,0,0,0,154,41,39,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19.0,2004.0,28,21,1893,21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,0.14,0.08,39,107,78,10,2,20.0,0.48,0.1,0.1,0.5,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,1201,1312,91.5,17279,3228,2,0.3,1.0,1.7,7,92,14,0,107,1185,127,25,3,0,6,102,0,0,0,0,1201,30,19,13,12,5,21,61.9,8,28,7,21,13,43,45,1,31,1.47,30,0,0,0,1,0,3,0.14,1477,53,289,727,477,46,1477,21,9,42.9,11,52.4,865,4215,2155,39,41,8,20,19,1061,78,5,1,1,12,34,0,6,13,19,0,0,0,95,6,14,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23.0,2001.0,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,0.12,0.18,98,98,156,28,14,50.0,0.81,0.41,0.04,0.07,20.2,1,0,0,3.1,3.1,0.11,-2.1,-2.1,982,1273,77.1,16310,5025,3,3.2,4.9,-0.2,26,69,47,18,98,1112,153,8,5,9,78,139,5,2,0,0,982,49,27,26,16,7,50,62.0,19,28,10,18,21,70,76,3,71,2.07,56,0,5,3,6,1,8,0.23,1613,102,504,625,505,74,1613,101,41,40.6,50,49.5,868,6085,3211,98,69,35,51,20,966,156,7,0,0,18,31,4,78,21,27,1,0,0,146,27,35,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17.0,2006.0,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,0.07,0.04,37,71,37,3,1,33.3,0.2,0.07,0.33,1.0,14.7,0,0,0,0.2,0.2,0.05,0.8,0.8,708,776,91.2,10525,2307,0,0.4,0.5,-0.4,8,66,10,2,71,660,111,17,3,2,10,94,0,0,0,0,708,22,14,10,9,3,11,90.9,1,4,1,3,7,29,27,0,29,1.91,21,0,1,1,6,0,0,0.0,905,28,178,476,265,17,905,28,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Matthijs de Ligt,nl NED,DF,Manchester United,eng Premier League,24.0,1999.0,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,0.08,0.12,7,55,6,18,9,50.0,0.76,0.38,0.11,0.22,7.9,0,0,0,2.5,2.5,0.14,-0.5,-0.5,1241,1380,89.9,21810,5955,0,0.3,0.3,-0.3,6,63,2,1,55,1350,27,19,0,9,6,1,0,0,0,0,1241,30,22,17,12,1,32,71.9,9,29,21,8,33,63,96,0,14,0.59,12,0,0,2,0,0,1,0.04,1608,184,828,731,56,29,1608,4,2,50.0,2,50.0,1078,4744,2225,7,3,0,5,3,1158,6,3,0,0,16,12,2,6,33,22,0,2,0,68,58,29,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Pedro Lima,br BRA,DF,Wolverhampton Wanderers,eng Premier League,18.0,2006.0,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,0.16,4,4,11,1,1,100.0,1.29,1.29,0.0,0.0,22.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,28,38,73.7,457,188,0,0.1,0.1,-0.1,2,2,3,2,4,31,7,0,0,0,5,7,0,0,0,0,28,1,0,0,0,1,3,33.3,2,0,0,0,2,3,5,0,4,5.14,2,0,0,0,0,2,0,0.0,48,0,9,12,28,3,48,3,1,33.3,2,66.7,22,120,83,4,3,1,1,0,30,11,0,0,0,1,1,1,5,2,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Victor Lindelöf,se SWE,DF,Manchester United,eng Premier League,30.0,1994.0,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.01,5,26,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,362,386,93.8,6074,1912,0,0.1,0.1,-0.1,3,17,2,1,26,376,10,4,1,0,1,5,0,0,0,0,362,7,2,5,1,1,4,75.0,1,6,4,2,8,15,36,2,4,0.51,4,0,0,0,0,0,0,0.0,452,60,243,187,24,3,452,0,0,0.0,0,0.0,263,1171,553,5,4,0,1,1,313,4,1,0,0,8,1,0,1,8,2,0,0,0,29,17,15,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24.0,2000.0,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,0.07,0.3,30,25,81,28,10,35.7,2.03,0.73,0.0,0.0,21.0,6,0,0,2.1,2.1,0.08,-2.1,-2.1,297,428,69.4,4593,1335,1,2.0,2.0,-1.0,19,18,12,7,25,383,42,11,1,0,71,6,25,12,8,2,297,45,25,24,19,2,55,34.5,36,15,3,12,12,57,17,0,46,3.35,30,7,2,3,3,1,1,0.07,625,22,127,206,303,40,625,43,8,18.6,31,72.1,302,1627,780,30,19,7,31,24,347,81,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
